Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,CustomerForYears,TotalSpent,FamilySize,Kids_Teens,TotalAcceptedCmp,SpendingEfficiency,CampaignSuccessRate,PCA1,PCA2,Cluster,Cluster_GMM
1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,46,11,69,2,1,0,0.004143397586020537,0.0,-0.9534525051926939,0.10041015125125788,0,0
1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,13,252,3,2,0,0.005917437655567557,0.0,-1.0794482803122731,1.1567243813206576,1,3
1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,60,12,54,2,1,0,0.002295040163202856,0.0,-0.9372327126901805,0.0672899497667261,4,0
1961,Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,64,12,964,3,2,0,0.012873759698721973,0.0,-0.2504670422034068,1.051903733636201,1,3
1951,Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,74,12,1327,2,1,0,0.018662016397823,0.0,0.823281800020162,0.3127174375069434,4,0
1964,PhD,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,61,11,68,3,2,0,0.0014495843103815818,0.0,-1.4927857730822622,0.8054547643393479,1,3
1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,13,60,1,0,0,0.0032102728731942215,0.0,-0.2171023313577382,-0.7843928811321966,5,1
1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,70,12,55,3,2,1,0.0014767479325528943,0.2,-1.3105200296292192,0.7784502422723524,1,3
1966,Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,59,11,1456,1,0,1,0.017664114913802518,0.2,1.6541420098606843,-1.1287402765571377,3,1
1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,67,12,563,2,1,0,0.007472591648748374,0.0,-0.0514404646956414,-0.1308486371634386,4,0
1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,71,12,1504,2,1,0,0.02147221746330878,0.0,1.0331617845156098,0.4125363144037756,4,0
1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,11,564,3,2,0,0.007126070805852475,0.0,-0.747607116047145,0.7446549021636827,1,3
1963,Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,62,12,1125,1,0,1,0.014527938840605912,0.2,1.3857302017451711,-1.1160774115182546,3,1
1959,Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,66,11,358,2,1,1,0.0065109850138222024,0.2,-0.2037739597543307,-0.24107323143317577,2,0
1971,PhD,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,54,12,42,2,1,0,0.0009904959554748484,0.0,-0.8734562061370094,-0.1453182484126694,4,0
1964,Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,61,11,184,2,1,1,0.0032997973494019116,0.2,-0.4462996456493833,-0.3814683084805521,2,1
1983,Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,42,12,460,2,1,0,0.0123350852729808,0.0,-0.13107286342949775,0.3127210983859001,4,0
1945,PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,80,11,145,1,0,0,0.0031814990345796035,0.0,-0.08221387214117193,-1.0697735712834435,5,1
1947,Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,78,12,1376,1,0,0,0.019567412295047,0.0,1.5277694636590309,-0.6401529451802959,5,1
1969,PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,56,12,792,2,1,0,0.013634955066625348,0.0,0.23329376390990242,0.20914026044725803,4,0
1952,Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,73,13,1382,1,0,0,0.016895898282291093,0.0,1.5203007891042155,-0.8041085109321751,3,1
1947,Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,78,13,28,1,0,0,0.0009862975095987882,0.0,-0.2673510107580561,-0.9168632799618126,5,1
1946,Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,12,1033,1,0,0,0.015455973666492108,0.0,1.149424982844857,-0.7458893364781904,5,1
1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,56,12,882,2,1,0,0.012617845238265547,0.0,0.2978578421500898,0.06178470498501281,4,0
1949,PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,76,12,2231,1,0,3,0.02776256844201095,0.6,2.9420107265998725,-1.0358182460367076,3,1
1961,PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,64,13,1101,2,1,1,0.017381831959837075,0.2,0.8547689657022326,0.19048912986519773,2,0
1974,Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,13,369,2,1,0,0.008202004934539554,0.0,-0.2708811679142273,0.16564961067094325,2,0
1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,45,11,48,2,1,0,0.0015066386264477856,0.0,-0.9936421233432452,-0.1311337694024019,0,0
1949,PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,76,12,467,2,1,1,0.009055828113789292,0.2,0.022238016592290966,-0.028565788014137984,2,0
1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,13,44,3,2,0,0.0014487027525352297,0.0,-1.5200728628051043,1.0252206206952332,1,3
1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,46,12,38,3,2,0,0.0023729236917697017,0.0,-1.6497996065904854,1.0908056742453163,1,3
1968,Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,57,12,81,3,2,0,0.0019698443579766536,0.0,-1.4488968226104701,0.9159293392950302,1,3
1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,54,12,167,2,1,0,0.00419988431456379,0.0,-0.667171080843122,0.0017937297737770225,4,0
1955,PhD,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,70,11,45,3,2,0,0.0011620400258231117,0.0,-1.5726273191947933,0.8816522651823088,1,3
1972,Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,53,12,664,2,1,0,0.008514894653825931,0.0,0.04896948082843544,-0.15957411814368036,4,0
1964,2n Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,61,12,622,2,1,0,0.009887926237977903,0.0,0.0033172797582776137,0.04352550629644304,4,0
1979,2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,46,12,48,2,1,0,0.0035468853912657946,0.0,-0.9602383531294149,0.15725722777385567,4,0
1975,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,50,12,461,2,1,0,0.007750374069030446,0.0,-0.2121671888276898,-0.03660604305707422,4,0
1977,Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,48,12,1073,2,1,0,0.014878600052692153,0.0,0.5014399001992694,0.09540505939523183,4,0
1986,2n Cycle,Married,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,39,12,55,2,1,0,0.002505124117513095,0.0,-0.9586859095723635,0.02632693466371861,4,0
1956,Graduation,Married,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,69,12,976,2,1,0,0.014538737691975391,0.0,0.43157933487354205,0.19360541347434881,4,0
1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,45,11,20,2,1,0,0.0005434487256127384,0.0,-1.0195433845145363,-0.2068679754739436,0,0
1982,Graduation,Together,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,12,1149,1,0,0,0.015990981587407624,0.0,1.2217951608670514,-0.8826340809189952,5,1
1961,Basic,Married,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,11,43,1,0,0,0.0015221777762044674,0.0,-0.3655729935151092,-1.051672426462567,5,1
1975,Master,Married,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,50,12,224,2,1,1,0.004685408299866131,0.2,-0.36766170334047465,-0.24036558233423327,2,0
1974,PhD,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,13,101,2,1,0,0.00395938688306088,0.0,-0.7594926751921629,0.15420866486351734,2,0
1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,12,209,1,0,0,0.00409707519799263,0.0,0.09339371164940391,-1.0217320975467163,5,1
1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,13,968,1,0,0,0.01371182503257975,0.0,1.0761950291873352,-0.899670531781417,3,1
1952,PhD,Together,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,73,12,1165,1,0,0,0.013636736079409113,0.0,1.2290674088652718,-1.0040268013056393,5,1
1967,Graduation,Married,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,58,11,24,2,1,0,0.000562535158447403,0.0,-0.9574220183059512,-0.21071134612029574,0,0
1955,Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,13,252,3,2,0,0.005917437655567557,0.0,-1.0794482803122731,1.1567243813206576,1,3
1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,40,13,165,2,1,0,0.005544354838709678,0.0,-0.6241579088866991,0.15388769156243617,2,0
1977,PhD,Married,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,48,13,269,1,0,0,0.009284506264453112,0.0,0.2666648727467176,-0.6649845433393359,3,1
1973,PhD,Together,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,52,12,102,2,1,0,0.002586534804108026,0.0,-0.7867325426484459,-0.06572944280917234,4,0
1984,2n Cycle,Married,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,41,12,461,1,0,0,0.007052164601499158,0.0,0.4228055167343403,-1.1422552896819795,5,1
1979,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,46,13,47,2,1,0,0.002327423987322967,0.0,-0.9190110105736227,0.1112335339372269,2,0
1976,PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,49,11,144,3,2,0,0.0033903891884255882,0.0,-1.4026579702313013,0.8795158521434827,1,3
1968,Graduation,Married,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,57,13,1338,1,0,0,0.020715281003251276,0.0,1.574097074798841,-0.5427652994569232,3,1
1959,Graduation,Together,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,66,12,917,2,1,0,0.012873427672955975,0.0,0.34503235867005455,0.08771083766611318,4,0
1971,Graduation,Together,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,12,318,3,2,0,0.009190751445086706,0.0,-1.0071271059799989,1.2495570576471373,1,3
1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,58,13,253,3,2,0,0.0053939962476547846,0.0,-1.0874989534823956,1.0657202715150231,1,3
1973,Graduation,Married,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,52,13,502,2,1,0,0.01022528211186703,0.0,-0.07614923594812503,0.21069492215284044,2,0
1983,Graduation,Together,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,12,119,2,1,0,0.0032986832986832988,0.0,-0.7767093950108048,-0.0407360077299854,4,0
1979,2n Cycle,Together,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,13,1250,3,2,0,0.02054603132858857,0.0,0.2182071178134422,1.4669861483393283,1,3
1979,Graduation,Together,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,12,969,2,1,0,0.012535900023286502,0.0,0.37032866724149416,-0.03930728102265362,4,0
1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,12,76,3,2,0,0.002233586081231999,0.0,-1.47302844621519,1.0333310971832212,1,3
1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,11,62,3,2,0,0.0012674271229404308,0.0,-1.488402455678836,0.7864349807375912,1,3
1962,2n Cycle,Together,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,12,1382,1,0,1,0.01682862083242006,0.2,1.6422934926504749,-1.0827978717892577,3,1
1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,11,84,2,1,0,0.0022282940287025495,0.0,-0.8896454286927674,-0.13407416660290733,0,0
1952,Graduation,Together,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,12,255,3,2,1,0.007483711921112872,0.2,-0.9186154992493615,1.0554236275953792,1,3
1960,Master,Married,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,12,43,3,2,0,0.0015077138849929875,0.0,-1.579782711560658,1.01549322344929,1,3
1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,12,398,2,1,0,0.006364435915887103,0.0,-0.268640486831912,-0.05353040692052322,4,0
1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,11,76,2,1,0,0.002095222341686654,0.0,-0.9122928927225011,-0.13156841352831453,0,0
1964,Graduation,Together,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,11,902,3,2,1,0.014226231783483692,0.2,-0.1531976458124284,0.955159479535131,1,3
1981,2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,11,823,2,1,0,0.010861245282022857,0.0,0.15145940122305063,-0.1461296394737938,0,0
1976,Graduation,Together,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,11,1179,2,1,0,0.015035196898592123,0.0,0.5371972712267554,-0.015847355200008344,0,0
1974,Graduation,Together,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,13,1921,2,1,1,0.025375815698396344,0.2,1.674120866635659,0.29790844294288443,2,1
1951,Master,Together,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,12,185,3,2,0,0.003115264797507788,0.0,-1.1861544067969554,0.8698689908393552,1,3
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,12,433,3,2,0,0.011680604262206636,0.0,-0.8002326366557159,1.3427852962472955,1,3
1951,Graduation,Married,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,11,34,3,2,1,0.0007608136230392267,0.2,-1.355288484175488,0.6482641079825423,1,3
1958,Graduation,Together,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,12,907,2,1,0,0.016803453322711524,0.0,0.43351850800238156,0.39905715609049286,4,0
1966,PhD,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,12,416,3,2,0,0.05823068309070549,0.0,1.650032839789701,3.71735350857756,3,1
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,12,44,3,2,0,0.002352815357467515,0.0,-1.6123612417006061,1.113675258851181,1,3
1956,Graduation,Married,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,11,1588,1,0,0,0.017572397614226118,0.0,1.5728556077635925,-0.9973911550407877,5,1
1974,PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,13,1797,1,0,1,0.028452002089963426,0.2,2.3495737524479674,-0.4527351663875848,3,1
1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,13,40,3,2,0,0.001059378145028868,0.0,-1.4803572084357284,0.9691787848665717,1,3
1963,PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,13,1143,2,1,0,0.024445537566567574,0.0,0.9511213099338962,0.8099628916627968,2,1
1969,Master,Married,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,11,914,1,0,1,0.01146311485689919,0.2,1.090997701929778,-1.3159901089044617,3,1
1992,Graduation,Together,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,12,1502,1,0,1,0.023763190785830682,0.2,1.902920700640598,-0.7331233164836767,3,1
1954,Graduation,Divorced,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,12,1338,2,1,0,0.01856502615476405,0.0,0.8258856584116476,0.29060002341841074,4,0
1983,PhD,Together,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,12,27,2,1,0,0.0012362637362637362,0.0,-1.039227760526559,-0.018137812837729243,4,0
1982,2n Cycle,Together,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,12,763,2,1,1,0.013024478508756956,0.2,0.37188624478192867,-0.0415458709407343,2,0
1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,12,1331,1,0,0,0.01841398965164218,0.0,1.4575258720075506,-0.7121231920679233,5,1
1956,Graduation,Married,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,12,525,3,2,0,0.010419354198503582,0.0,-0.7270108736198426,1.2024143970490617,1,3
1961,PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,11,9,3,2,0,0.0002762176595156984,0.0,-1.69057207806016,0.8732938660410959,1,3
1962,Graduation,Together,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,11,953,2,1,1,0.015231428206111751,0.2,0.555285948156031,0.0010462951575597873,2,0
1971,Master,Divorced,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,12,68,3,2,0,0.0015234681303909487,0.0,-1.4542888328728119,0.8631378244832543,1,3
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,12,131,3,2,0,0.003932044663224877,0.0,-1.383607978124539,1.046143470616745,1,3
1968,Graduation,Married,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,12,882,2,1,0,0.013788359622930573,0.0,0.3196304449558991,0.16184312657743136,4,0
1978,2n Cycle,Together,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,13,1149,1,0,0,0.02188029630758098,0.0,1.4728966890708965,-0.39984736583993774,3,1
1969,Graduation,Married,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,12,37,2,1,0,0.0014628553354683114,0.0,-0.9811509497796616,0.007008256252534387,4,0
1965,PhD,Widow,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,12,388,2,1,0,0.007170445935207259,0.0,-0.3022326754133199,0.016876184515589622,4,0
1986,Graduation,Together,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,12,1428,1,0,0,0.018215679771411076,0.0,1.4908449654116653,-0.8846572029600688,5,1
1958,Master,Married,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,12,1633,1,0,0,0.020225665415722266,0.0,1.72241875084821,-0.7597569589226154,5,1
1975,Master,Together,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,12,173,2,1,0,0.0076315673386563145,0.0,-0.6060372517847783,0.27152719550174303,4,0
1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,12,99,2,1,0,0.003386236147215761,0.0,-0.8365027689354323,0.00427690943301505,4,0
1959,Graduation,Together,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,12,215,2,1,0,0.004787245886308477,0.0,-0.5642331186942684,0.01923371564269486,4,0
1962,PhD,Married,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,12,929,2,1,0,0.016985720293273363,0.0,0.452945117746377,0.3869042389997766,4,0
1974,Graduation,Together,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,11,219,2,1,0,0.004544888556842236,0.0,-0.625737707348551,-0.11899684991119605,0,0
1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,12,174,3,2,0,0.0031746610958054335,0.0,-1.2491825477287608,0.8308743427303816,1,3
1978,Graduation,Together,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,13,92,3,2,0,0.0022126022126022125,0.0,-1.3784016297376427,0.9509974416501087,1,3
1970,PhD,Married,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,12,1052,1,0,0,0.013095000995817566,0.0,1.1014565857313154,-1.0267238716802625,5,1
1957,Graduation,Married,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,12,275,2,1,1,0.005760006702553254,0.2,-0.27065892118956264,-0.14547206607021212,2,0
1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,13,587,2,1,0,0.00932160325223909,0.0,0.02805423167684251,0.10755983737690933,2,0
1954,PhD,Divorced,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,13,1662,2,1,0,0.02898854063105018,0.0,1.4792375417270562,0.8849111528241955,2,1
1982,PhD,Together,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,12,159,2,1,0,0.004920620183826943,0.0,-0.6983465952644746,0.05793089267375779,4,0
1953,Master,Widow,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,12,1024,1,0,3,0.012053723823761374,0.6,1.6645886043913989,-1.609449732250704,3,1
1968,Master,Divorced,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,11,35,2,1,0,0.0012928964574637066,0.0,-1.0359406443523183,-0.0688878956108793,0,0
1957,Master,Together,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,12,1042,1,0,0,0.015290250630979633,0.0,1.1419668520624113,-0.796968000766413,5,1
1965,Master,Together,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,12,395,3,2,0,0.006008975431657413,0.0,-0.9130686049791135,0.8820836845523259,1,3
1975,PhD,Married,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,13,557,1,0,3,0.006414390345018195,0.6,1.2350152375214423,-1.8137008586247227,3,1
